place_id,name,address,business_hours,region,category,type,latitude,longitude
18400193,차슈밍,서울 강남구 강남대로94길 21,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료 | 수
11:00 - 23:00 | 목
11:00 - 23:00 | 금
11:00 - 23:00 | 토
11:00 - 22:30
15:30 - 17:00 브레이크타임 | 일
11:00 - 22:30
15:30 - 17:00 브레이크타임 | 월
11:00 - 23:00 | 화
11:00 - 23:00",강남,Chinese,restaurant,,
1991865352,봉게짬뽕,서울 강남구 봉은사로6길 23 지하1층1호 봉게짬뽕,"영업 종료
10:50에 영업 시작
10시 50분에 영업 시작 | 목
10:50 - 22:00
21:30 라스트오더 | 금
10:50 - 22:00
21:30 라스트오더 | 토
10:50 - 22:00
21:30 라스트오더 | 일
10:50 - 22:00
21:30 라스트오더 | 월
10:50 - 22:00
15:00 - 16:00 브레이크타임
21:30 라스트오더 | 화
10:50 - 22:00
15:00 - 16:00 브레이크타임
21:30 라스트오더 | 수
10:50 - 22:00
21:30 라스트오더",신논현,Chinese,restaurant,37.5035681267212,127.027318210827
1365889228,무궁화반점 강남점,서울 강남구 테헤란로1길 10 1층,"24시간 영업
연중무휴
연중무휴 | 매일
00:00 - 24:00 | - 2025년 설연휴 내내 정상영업합니다!",강남,Chinese,restaurant,37.4989624212744,127.028227457162
13149692,초선과여포,서울 서초구 서초대로78길 44 2층 201호,"영업 중
21:40에 영업 종료
21시 40분에 영업 종료 | 수
11:00 - 21:40
15:00 - 17:00 브레이크타임 | 목
11:00 - 21:40
15:00 - 17:00 브레이크타임 | 금
11:00 - 21:40
15:00 - 17:00 브레이크타임 | 토
11:00 - 21:00 | 일
정기휴무 (매주 일요일) | 월
11:00 - 21:40
15:00 - 17:00 브레이크타임 | 화
11:00 - 21:40
15:00 - 17:00 브레이크타임",강남,Chinese,restaurant,,
1604806023,따롱이훠궈 강남점,서울 서초구 서초대로73길 9 2층,"영업 중
22:00에 라스트오더
22시 0분에 라스트오더 | 수
11:00 - 23:00
22:00 라스트오더 | 목
11:00 - 23:00
22:00 라스트오더 | 금
11:00 - 02:00
01:00 라스트오더 | 토
11:00 - 02:00
01:00 라스트오더 | 일
11:00 - 23:00
22:00 라스트오더 | 월
11:00 - 23:00
22:00 라스트오더 | 화
11:00 - 23:00
22:00 라스트오더",강남,Chinese,restaurant,37.4983082485546,127.025227802646
12011157,아카사카일식 강남역본점,서울 서초구 서초대로74길 23 서초타운트라팰리스 지하1층,"영업 중
20:30에 라스트오더
20시 30분에 라스트오더 | 수
11:00 - 22:00
14:30 - 16:30 브레이크타임
13:00, 20:30 라스트오더 | 목
11:00 - 22:00
14:30 - 16:30 브레이크타임
13:00, 20:30 라스트오더 | 금
11:00 - 22:00
14:30 - 16:30 브레이크타임
13:00, 20:30 라스트오더 | 토
11:00 - 21:00
14:30 - 16:30 브레이크타임
13:00, 19:30 라스트오더 | 일
정기휴무 (매주 일요일) | 월
11:00 - 22:00
14:30 - 16:30 브레이크타임
13:00, 20:30 라스트오더 | 화
11:00 - 22:00
14:30 - 16:30 브레이크타임
13:00, 20:30 라스트오더",강남,Japanese,restaurant,,
31068331,우동명가기리야마본진,서울 강남구 강남대로84길 23 한라클래식 지하1층,"영업 중
21:30에 영업 종료
21시 30분에 영업 종료 | 수
11:30 - 21:30
14:30 - 17:30 브레이크타임
14:00 라스트오더 | 목
11:30 - 21:30
14:30 - 17:30 브레이크타임
14:00 라스트오더 | 금
11:30 - 21:30
14:30 - 17:30 브레이크타임
14:00 라스트오더 | 토
12:00 - 21:00
15:00 - 17:00 브레이크타임
14:30 라스트오더 | 일
정기휴무 (매주 일요일) | 월
11:30 - 21:30
14:30 - 17:30 브레이크타임
14:00 라스트오더 | 화
11:30 - 21:30
14:30 - 17:30 브레이크타임
14:00 라스트오더",강남,Japanese,restaurant,,
1805562801,감탄성신초밥,서울 강남구 강남대로106길 14 지상1층,영업 종료11:30에 영업 시작11시 30분에 영업 시작매일11:30 - 21:0020:30 라스트오더접기,신논현,Japanese,restaurant,37.5029160402202,127.026655242303
1581701475,쿄코코 신논현점,서울 강남구 강남대로106길 23 지하1층,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더 | 수
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 목
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 금
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 토
11:00 - 22:30
22:00 라스트오더 | 일
11:00 - 20:30
20:00 라스트오더 | 월
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더 | 화
11:30 - 21:30
15:00 - 17:00 브레이크타임
21:00 라스트오더",강남,Japanese,restaurant,,
254171411,고베규카츠 서울 강남점,서울 강남구 강남대로102길 29 예촌빌딩,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더 | 매일
11:30 - 22:00
16:00 - 17:00 브레이크타임
21:00 라스트오더 | - 재료 조기 소진 시 조정될 수 있습니다",강남,Japanese,restaurant,37.5029602461332,127.027585909226
38261837,무월식탁,서울 강남구 강남대로102길 23 1층 무월식탁,"영업 종료
11:00에 영업 시작
11시 0분에 영업 시작 | 목
11:00 - 22:00
21:00 라스트오더 | 금
11:00 - 22:00
21:00 라스트오더 | 토
11:00 - 22:00
21:00 라스트오더 | 일
11:00 - 22:00
21:00 라스트오더 | 월
11:00 - 22:00
21:00 라스트오더 | 화
11:00 - 22:00
21:00 라스트오더 | 수
11:00 - 22:00
21:00 라스트오더",신논현,Korean,restaurant,37.5026253158477,127.027312099542
11702941,조양관한정식,서울 서초구 서초대로74길 29 지하1층 조양관 한정식,"영업 중
21:30에 영업 종료
21시 30분에 영업 종료 | 수
11:20 - 21:30
15:00 - 17:20 브레이크타임 | 목
11:20 - 21:30
15:00 - 17:20 브레이크타임 | 금
11:20 - 21:30
15:00 - 17:20 브레이크타임 | 토
11:30 - 20:50
15:00 - 17:20 브레이크타임 | 일
정기휴무 (매주 일요일) | 월
11:20 - 21:30
15:00 - 17:20 브레이크타임 | 화
11:20 - 21:30
15:00 - 17:20 브레이크타임",강남,Korean,restaurant,,
11856990,노랑저고리 한정식,서울 서초구 서초대로73길 9 타임빌딩 5층,"영업 중
21:30에 영업 종료
21시 30분에 영업 종료 | 수
11:00 - 21:30 | 목
11:00 - 21:30 | 금
11:00 - 21:30 | 토
11:00 - 21:30 | 일
11:00 - 21:30 | 월
11:00 - 21:30 | 화
11:00 - 21:30",강남,Korean,restaurant,37.4983082485546,127.025227802646
2052415847,모아 강남,서울 강남구 테헤란로5길 31 지상1층,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더 | 수
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:00 라스트오더 | 목
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:00 라스트오더 | 금
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:00 라스트오더 | 토
11:00 - 22:00
21:00 라스트오더 | 일
11:00 - 22:00
21:00 라스트오더 | 월
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:00 라스트오더 | 화
11:00 - 22:00
15:30 - 17:00 브레이크타임
21:00 라스트오더",강남,Korean,restaurant,37.500680521498,127.028718917316
1825277033,남도애찬 강남본점,서울 강남구 역삼로3길 8,"영업 중
21:20에 라스트오더
21시 20분에 라스트오더 | 수
10:00 - 22:00
21:20 라스트오더 | 목
10:00 - 22:00
21:20 라스트오더 | 금
10:00 - 22:00
21:20 라스트오더 | 토
10:00 - 22:00
21:20 라스트오더 | 일
10:00 - 22:00
21:20 라스트오더 | 월
10:00 - 22:00
21:20 라스트오더 | 화
10:00 - 22:00
21:20 라스트오더",강남,Korean,restaurant,37.4941525483838,127.031883923791
1028354634,다몽집 신논현본점,서울 강남구 강남대로100길 13 지하1층/2층 다몽집,"영업 중
04:00에 라스트오더
4시 0분에 라스트오더 | 수
15:30 - 05:00
04:00 라스트오더 | 목
15:30 - 05:00
04:00 라스트오더 | 금
15:30 - 05:00
04:00 라스트오더 | 토
12:00 - 05:00
04:00 라스트오더 | 일
12:00 - 23:00
22:00 라스트오더 | 월
15:30 - 05:00
04:00 라스트오더 | 화
15:30 - 05:00
04:00 라스트오더",강남,Meat,restaurant,37.5018423748736,127.027168865561
593588180,까사생갈비,서울 강남구 봉은사로2길 23 . 2층 까사생갈비,"영업 종료
12:00에 영업 시작
12시 0분에 영업 시작 | 목
12:00 - 22:30
21:30 라스트오더 | 금
12:00 - 22:30
21:30 라스트오더 | 토
12:00 - 22:30
21:30 라스트오더 | 일
12:00 - 22:00
21:00 라스트오더 | 월
12:00 - 22:30
21:30 라스트오더 | 화
12:00 - 22:30
21:30 라스트오더 | 수
12:00 - 22:30
21:30 라스트오더",신논현,Meat,restaurant,37.5031524839888,127.026163252743
1879127565,고깃집열,서울 서초구 서초대로78길 48 2층,"영업 중
22:20에 영업 종료
22시 20분에 영업 종료 | 수
14:00 - 22:20 | 목
14:00 - 22:20 | 금
14:00 - 22:20 | 토
13:00 - 21:20 | 일
정기휴무 (매주 일요일) | 월
14:00 - 22:20 | 화
14:00 - 22:20",강남,Meat,restaurant,37.4934898858962,127.028606363309
1115671675,유니네 고깃간 강남역점,서울 강남구 강남대로98길 12 1층,"영업 중
23:00에 영업 종료
23시 0분에 영업 종료 | 수
14:00 - 23:00 | 목
14:00 - 23:00 | 금
12:00 - 23:00 | 토
12:00 - 23:00 | 일
12:00 - 23:00 | 월
14:00 - 23:00 | 화
14:00 - 23:00",강남,Meat,restaurant,,
1660575874,미나리밭오리사냥 강남역점,서울 강남구 테헤란로1길 28-8 1층,"영업 중
21:00에 라스트오더
21시 0분에 라스트오더 | 수
11:30 - 22:00
15:00 - 16:30 브레이크타임
21:00 라스트오더 | 목
11:30 - 22:00
15:00 - 16:30 브레이크타임
21:00 라스트오더 | 금
11:30 - 22:00
15:00 - 16:30 브레이크타임
21:00 라스트오더 | 토
11:30 - 22:00
21:00 라스트오더 | 일
11:30 - 22:00
21:00 라스트오더 | 월
11:30 - 22:00
15:00 - 16:30 브레이크타임
21:00 라스트오더 | 화
11:30 - 22:00
15:00 - 16:30 브레이크타임
21:00 라스트오더",강남,Meat,restaurant,37.5002834993643,127.028131601742
1007886570,가게 이름 정보 없음,주소 정보 없음,영업시간 정보 없음,강남,Western,restaurant,,
661051254,어거스트 힐 강남점,서울 강남구 강남대로106길 25,"영업 중
20:50에 라스트오더
20시 50분에 라스트오더 | 수
11:30 - 22:00
20:50 라스트오더 | 목
11:30 - 22:00
20:50 라스트오더 | 금
11:30 - 22:00
20:50 라스트오더 | 토
11:30 - 22:00
20:50 라스트오더 | 일
11:30 - 22:00
20:50 라스트오더 | 월
11:30 - 22:00
20:50 라스트오더 | 화
11:30 - 22:00
20:50 라스트오더",강남,Western,restaurant,,
1481312779,82올리언즈 강남점,서울 강남구 강남대로98길 28 1층,"영업 중
20:30에 라스트오더
20시 30분에 라스트오더 | 수
11:30 - 21:10
20:30 라스트오더 | 목
11:30 - 21:10
20:30 라스트오더 | 금
11:30 - 21:10
20:30 라스트오더 | 토
11:30 - 21:10
20:30 라스트오더 | 일
11:30 - 20:50
20:10 라스트오더 | 월
11:30 - 21:10
20:30 라스트오더 | 화
11:30 - 21:10
20:30 라스트오더",강남,Western,restaurant,37.5008640695831,127.028664703973
1498934506,라브리크 서울,서울 강남구 봉은사로18길 66 라브리크,"영업 중
20:20에 라스트오더
20시 20분에 라스트오더 | 수
10:00 - 21:20
15:20 - 17:00 브레이크타임
14:20, 20:20 라스트오더 | 목
10:00 - 21:20
15:20 - 17:00 브레이크타임
14:20, 20:20 라스트오더 | 금
10:00 - 21:20
15:20 - 17:00 브레이크타임
14:20, 20:20 라스트오더 | 토
10:00 - 21:20
15:20 - 17:00 브레이크타임
14:20, 20:20 라스트오더 | 일
10:00 - 21:20
15:20 - 17:00 브레이크타임
14:20, 20:20 라스트오더 | 월
10:00 - 21:20
15:20 - 17:00 브레이크타임
14:20, 20:20 라스트오더 | 화
10:00 - 21:20
15:20 - 17:00 브레이크타임
14:20, 20:20 라스트오더",강남,Western,restaurant,37.502416316677,127.027936637499
1443081237,치스타리에 강남역점,서울 강남구 강남대로106길 9 지하1층 치스타,"영업 중
22:20에 라스트오더
22시 20분에 라스트오더 | 매일
11:30 - 22:50
22:20 라스트오더",강남,Western,restaurant,,
1112754194,송화산시도삭면 2호점,서울 광진구 아차산로30길 33,"영업 중
22:45에 라스트오더
22시 45분에 라스트오더 | 일
12:00 - 23:30
15:00 - 16:00 브레이크타임
22:45 라스트오더 | 월
12:00 - 23:30
22:45 라스트오더 | 화
11:30 - 23:00
22:15 라스트오더 | 수
12:00 - 23:30
22:45 라스트오더 | 목
12:00 - 23:30
22:45 라스트오더 | 금
12:00 - 23:30
22:45 라스트오더 | 토
12:00 - 23:30
15:00 - 16:00 브레이크타임
22:45 라스트오더",건대입구,Chinese,restaurant,,
